# plugin	O-Prism
# uiRoot	Source/ui/public
# generated	2026-08-30T20:55:40.643Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
html-text	index.html	1598	#wt-op-save		LABEL	no	wt-op-save	Save	prose survives the readout filter
html-text	index.html	1609	h3		LABEL	no	wt-save-modal-overlay.save-wavetable	Save Wavetable	prose survives the readout filter
html-text	index.html	1612	#wt-save-cancel		LABEL	no	wt-save-cancel	Cancel	prose survives the readout filter
html-text	index.html	1613	#wt-save-confirm		LABEL	no	wt-save-confirm	Save	prose survives the readout filter
html-text	index.html	1621	h3		LABEL	no	preset-save-modal-overlay.save-preset	Save Preset	prose survives the readout filter
html-text	index.html	1624	#preset-save-cancel		LABEL	no	preset-save-cancel	Cancel	prose survives the readout filter
html-text	index.html	1625	#preset-save-confirm		LABEL	no	preset-save-confirm	Save	prose survives the readout filter
html-text	index.html	1638	span.footer-label		LABEL	no	footer-label.master	Master	prose survives the readout filter
html-text	index.html	1643	span.footer-label		LABEL	no	footer-label.osc-mix	Osc Mix	prose survives the readout filter
html-text	index.html	3821	h3		LABEL	no	wt-modal-backdrop.user-wavetables	User Wavetables	prose survives the readout filter
html-text	index.html	3823	#wt-modal-close		LABEL	no	wt-modal-close	Close	prose survives the readout filter
html-attr	index.html	971	#btn-preset-prev	title	LABEL	no	btn-preset-prev	Previous Preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	972	#preset-display	title	UNSURE	no	preset-display	Click to browse presets	this element DISPLAYS a preset name — exempt under D-02, because the name IS the JSON filename. Confirm it is the name and not a caption beside it
html-attr	index.html	976	#btn-preset-next	title	LABEL	no	btn-preset-next	Next Preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	977	#btn-preset-save	title	LABEL	no	btn-preset-save	Save Preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	1600	#wt-undo-btn	title	LABEL	no	wt-undo-btn	Undo (Ctrl+Z)	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	1601	#wt-redo-btn	title	LABEL	no	wt-redo-btn	Redo (Ctrl+Shift+Z)	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	1610	#wt-save-name-input	placeholder	LABEL	no	wt-save-name-input	Wavetable name...	prose survives the readout filter
html-attr	index.html	1622	#preset-save-name-input	placeholder	LABEL	no	preset-save-name-input	Preset name...	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	1748	nameEl.textContent		LABEL	no	ui.init	— Init —	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	index.html inline <script type="module"> @line 1651	2459	syncBtn.textContent		LABEL	no	ui.sync	Sync	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	2464	syncBtn.textContent		LABEL	no	ui.free	Free	prose survives the readout filter
